carat,cut,color,clarity,depth,table,price,x,y,z
0.64,4,6,4,61.49684400360685,56.0,2787,5.54,5.55,3.41
0.7,2,2,6,60.46915725456125,60.0,2788,5.74,5.77,3.48
0.83,2,1,4,61.133935907970425,60.0,2788,6.07,6.1,3.72
0.76,4,1,5,61.77474402730376,56.0,2788,5.85,5.87,3.62
0.71,1,6,3,63.25088339222614,56.0,2788,5.64,5.68,3.58
0.77,1,3,4,59.3776282590412,64.0,2788,5.97,5.92,3.53
0.71,4,4,2,62.5,55.0,2788,5.71,5.65,3.55
1.01,0,5,0,64.48,58.0,2788,6.29,6.21,4.03
1.01,3,2,1,62.729449321628096,59.0,2788,6.31,6.22,3.93
0.77,1,4,2,64.24870466321245,52.0,2789,5.81,5.77,3.72
0.76,1,5,2,63.738156761412576,54.0,2789,5.76,5.85,3.7
0.76,3,5,2,60.370994940978086,58.0,2789,5.92,5.94,3.58
0.76,3,5,2,61.81506849315068,58.0,2789,5.82,5.86,3.61
1.05,2,0,1,63.21483771251931,56.0,2789,6.49,6.45,4.09
0.81,4,3,1,61.602671118530886,56.0,2789,5.97,6.01,3.69
0.7,4,5,2,61.55187445510026,56.0,2789,5.72,5.75,3.53
0.55,4,3,7,60.86956521739131,57.0,2789,5.28,5.3,3.22
0.81,1,3,1,61.02263202011735,61.0,2789,5.94,5.99,3.64
0.63,3,5,5,62.0752984389348,57.0,2789,5.48,5.41,3.38
0.63,3,5,6,60.88527551942187,60.0,2789,5.55,5.52,3.37
0.77,3,2,4,61.29032258064515,60.0,2789,5.9,5.88,3.61
1.05,0,0,1,65.93059936908517,59.0,2789,6.41,6.27,4.18
0.64,4,3,7,61.33093525179856,56.0,2790,5.54,5.58,3.41
0.76,3,1,6,58.79396984924622,59.0,2790,6.0,5.94,3.51
0.83,4,4,1,62.30323115161557,55.0,2790,6.02,6.05,3.76
0.71,3,4,4,60.12163336229366,62.0,2790,5.77,5.74,3.46
0.71,3,4,4,61.821366024518376,59.0,2790,5.73,5.69,3.53
0.87,2,1,2,63.59901396877567,55.8,2791,6.07,6.1,3.87
0.73,4,5,2,62.15277777777778,56.0,2791,5.74,5.78,3.58
0.71,3,5,2,59.19589392643284,59.0,2792,5.83,5.86,3.46
0.71,3,5,2,61.834061135371186,59.0,2792,5.7,5.75,3.54
0.71,4,5,2,61.27067014795475,55.0,2792,5.72,5.77,3.52
0.7,3,4,4,62.147887323943664,60.0,2792,5.71,5.65,3.53
0.7,3,4,4,60.71118820468343,60.0,2792,5.78,5.75,3.5
0.76,3,2,5,59.64316057774002,57.0,2792,5.91,5.86,3.51
0.7,4,4,4,62.226117440841364,56.0,2792,5.73,5.68,3.55
0.79,2,3,2,60.631229235880404,57.0,2793,5.98,6.06,3.65
0.7,2,5,3,62.90748898678413,57.0,2793,5.66,5.69,3.57
0.7,1,5,3,64.12078152753108,55.0,2793,5.6,5.66,3.61
0.76,4,1,3,61.29032258064515,56.0,2793,5.87,5.91,3.61
0.73,4,2,3,62.7177700348432,55.0,2793,5.72,5.76,3.6
0.79,2,5,2,63.211554800339854,56.0,2794,5.91,5.86,3.72
0.71,2,5,3,60.70507308684437,56.0,2795,5.81,5.82,3.53
0.81,3,1,5,61.85216652506372,60.0,2795,5.91,5.86,3.64
0.81,4,4,1,62.62626262626263,55.0,2795,5.92,5.96,3.72
0.72,1,4,4,60.73298429319372,60.0,2795,5.74,5.72,3.48
0.72,3,6,1,61.99649737302977,60.0,2795,5.73,5.69,3.54
0.72,3,1,7,63.04728546409808,57.0,2795,5.72,5.7,3.6
0.81,3,2,3,58.048780487804876,59.0,2795,6.17,6.13,3.57
0.72,3,3,3,62.91739894551846,57.0,2795,5.73,5.65,3.58
1.0,3,1,1,58.20668693009119,60.0,2795,6.61,6.55,3.83
0.73,1,5,2,63.17626527050611,58.0,2796,5.7,5.76,3.62
0.81,2,2,1,61.25523012552302,59.0,2797,5.94,6.01,3.66
0.81,2,5,2,60.31224322103533,60.0,2797,6.07,6.1,3.67
0.71,3,6,2,62.741652021089635,60.0,2797,5.67,5.71,3.57
0.71,3,6,2,61.32404181184668,58.0,2797,5.73,5.75,3.52
0.71,3,6,2,61.59230096237971,60.0,2797,5.74,5.69,3.52
0.57,4,4,5,61.92703461178672,55.0,2797,5.34,5.35,3.31
0.51,4,6,6,61.67315175097276,56.0,2797,5.12,5.16,3.17
0.72,4,3,3,61.90061028770707,58.0,2797,5.72,5.75,3.55
0.74,4,2,4,61.83074265975821,58.0,2797,5.77,5.81,3.58
0.74,4,2,4,61.56491831470336,56.0,2797,5.81,5.82,3.58
0.7,0,3,6,58.7532023911187,66.0,2797,5.81,5.9,3.44
0.8,3,4,1,60.96345514950167,57.0,2797,6.03,6.01,3.67
1.01,0,5,1,67.48366013071895,60.0,2797,6.19,6.05,4.13
0.8,2,2,3,63.37308347529813,60.0,2797,5.92,5.82,3.72
0.77,4,1,4,61.46010186757215,59.0,2798,5.87,5.91,3.62
0.83,2,5,1,58.038585209003216,62.0,2799,6.19,6.25,3.61
0.82,4,4,1,62.385321100917444,54.0,2799,5.97,6.02,3.74
0.78,4,6,2,61.85216652506372,57.0,2799,5.91,5.86,3.64
0.6,2,3,7,61.52433425160698,56.0,2800,5.43,5.46,3.35
0.9,1,1,1,62.23316912972086,59.0,2800,6.07,6.11,3.79
0.7,3,5,4,62.16696269982238,58.0,2800,5.6,5.66,3.5
0.9,2,1,1,61.29032258064515,56.0,2800,6.17,6.23,3.8
0.83,4,3,2,62.30323115161557,57.0,2800,5.99,6.08,3.76
0.83,4,3,2,61.81818181818181,57.0,2800,6.03,6.07,3.74
0.83,2,2,2,62.48955722639934,59.0,2800,5.95,6.02,3.74
0.74,3,3,4,62.87215411558669,60.0,2800,5.74,5.68,3.59
0.79,4,1,4,61.836562763268745,59.0,2800,5.92,5.95,3.67
0.61,4,3,7,62.316176470588246,56.0,2800,5.43,5.45,3.39
0.76,0,3,4,59.19589392643285,70.0,2800,5.89,5.8,3.46
0.96,4,4,0,60.71987480438183,55.0,2801,6.37,6.41,3.88
0.73,4,4,3,62.45674740484429,55.0,2801,5.8,5.76,3.61
0.73,3,4,3,62.65270506108202,58.0,2801,5.76,5.7,3.59
0.75,4,2,2,60.38687973086627,57.0,2801,5.93,5.96,3.59
0.71,3,4,3,62.093227792436224,58.0,2801,5.7,5.67,3.53
0.71,1,4,3,57.77400169923534,60.0,2801,5.9,5.87,3.4
0.71,1,4,3,63.82222222222222,58.0,2801,5.64,5.61,3.59
0.71,3,4,3,62.84201235657546,57.0,2801,5.69,5.64,3.56
1.04,3,3,0,62.160062160062154,58.0,2801,6.46,6.41,4.0
1.0,3,0,1,62.23612197028929,58.0,2801,6.45,6.34,3.98
0.87,2,3,1,59.90338164251207,58.0,2802,6.19,6.23,3.72
0.53,4,4,7,61.89111747851004,54.0,2802,5.22,5.25,3.24
0.72,3,5,3,62.98245614035088,55.0,2802,5.79,5.61,3.59
0.72,3,4,4,62.445793581960096,58.0,2802,5.83,5.7,3.6
0.7,2,4,3,62.94326241134751,58.0,2803,5.63,5.65,3.55
0.74,2,5,2,63.4865568083261,56.0,2803,5.74,5.79,3.66
0.71,4,3,3,61.25654450261779,56.0,2803,5.75,5.71,3.51
0.73,4,5,2,60.52855924978686,54.0,2803,5.84,5.89,3.55
0.7,1,3,4,65.1121076233184,58.0,2803,5.56,5.59,3.63
0.71,3,4,3,62.620932277924354,58.0,2803,5.7,5.67,3.56
0.71,3,4,3,57.97598627787307,62.0,2803,5.85,5.81,3.38
0.71,3,3,4,62.37885462555065,61.0,2803,5.7,5.65,3.54
0.77,3,3,3,61.30397967823878,57.0,2803,5.93,5.88,3.62
0.71,3,3,3,59.930915371329895,60.0,2803,5.81,5.77,3.47
0.78,3,3,3,60.76794657762938,58.0,2803,6.03,5.95,3.64
0.71,2,3,4,63.53982300884955,55.0,2803,5.66,5.64,3.59
0.91,4,6,1,62.29773462783172,57.0,2803,6.21,6.15,3.85
0.71,2,5,3,63.82978723404255,58.0,2804,5.62,5.66,3.6
0.71,2,5,3,64.02116402116403,57.0,2804,5.66,5.68,3.63
0.8,2,5,1,62.5,56.0,2804,5.88,5.96,3.7
0.7,2,6,2,62.34676007005253,58.0,2804,5.69,5.73,3.56
0.72,4,4,4,61.68549087749783,57.0,2804,5.74,5.77,3.55
0.72,2,4,4,62.18340611353712,58.0,2804,5.75,5.7,3.56
0.82,4,2,3,61.53846153846154,56.0,2804,6.01,6.08,3.72
0.7,4,6,2,60.98418277680141,59.0,2804,5.68,5.7,3.47
0.72,4,6,2,62.206776715899224,56.0,2804,5.74,5.77,3.58
0.72,4,6,2,61.53846153846154,54.0,2804,5.77,5.8,3.56
0.9,0,1,2,67.28971962616822,59.0,2804,5.93,5.84,3.96
0.74,3,4,3,61.73688736027515,58.0,2805,5.85,5.78,3.59
0.74,3,4,3,61.88418323249783,56.0,2805,5.8,5.77,3.58
0.73,4,5,1,61.83074265975821,58.0,2805,5.77,5.81,3.58
0.57,0,5,6,58.68152274837512,66.0,2805,5.34,5.43,3.16
0.73,3,4,3,62.53275109170306,57.0,2805,5.75,5.7,3.58
0.72,4,3,3,62.762237762237746,56.0,2805,5.74,5.7,3.59
0.74,0,4,3,61.01987899740708,68.0,2805,5.82,5.75,3.53
0.82,1,3,3,64.01354784081288,57.0,2805,5.92,5.89,3.78
0.81,2,3,2,62.383770076077774,60.0,2806,5.89,5.94,3.69
0.75,2,2,6,60.59574468085106,58.0,2806,5.85,5.9,3.56
0.7,4,4,2,61.60558464223384,55.0,2806,5.72,5.74,3.53
0.71,2,4,4,62.21441124780317,58.0,2807,5.66,5.72,3.54
0.71,2,4,4,59.96592844974447,57.0,2807,5.84,5.9,3.52
0.93,3,0,1,61.93548387096774,57.0,2807,6.21,6.19,3.84
0.8,2,2,3,62.81833616298811,57.0,2808,5.87,5.91,3.7
0.7,2,4,4,62.02643171806168,57.0,2808,5.64,5.71,3.52
1.0,0,3,0,66.44897959183675,59.0,2808,6.16,6.09,4.07
0.75,2,3,3,63.36805555555556,56.0,2808,5.78,5.74,3.65
0.58,4,5,5,60.88560885608856,56.0,2808,5.41,5.43,3.3
0.73,2,6,2,63.111888111888106,57.0,2808,5.74,5.7,3.61
0.81,2,4,2,63.05841924398625,59.0,2809,5.85,5.79,3.67
0.81,3,6,1,59.18032786885246,57.0,2809,6.15,6.05,3.61
0.71,3,4,2,60.65292096219931,54.0,2809,5.84,5.8,3.53
1.2,0,4,0,64.67513069454817,56.0,2809,6.73,6.66,4.33
0.7,2,4,4,61.7828773168579,56.0,2810,5.63,5.7,3.5
0.7,2,4,4,59.9483204134367,60.0,2810,5.77,5.84,3.48
